"Time","load5"
2023-04-03 18:53:40,20.64
2023-04-03 18:54:00,19.38
2023-04-03 18:54:20,18.22
2023-04-03 18:54:40,17.98
2023-04-03 18:55:00,16.84
2023-04-03 18:55:20,15.77
2023-04-03 18:55:40,15.98
2023-04-03 18:56:00,14.98
2023-04-03 18:56:20,14.01
2023-04-03 18:56:40,13.393691
2023-04-03 18:57:00,13.67
2023-04-03 18:57:20,12.79
2023-04-03 18:57:40,11.99
2023-04-03 18:58:00,13.121217
2023-04-03 18:58:20,12.14
2023-04-03 18:58:40,11.35
2023-04-03 18:59:00,10.76
2023-04-03 18:59:20,12.769663
2023-04-03 18:59:40,11.77
2023-04-03 19:00:00,11.04
2023-04-03 19:00:20,10.44
2023-04-03 19:00:40,14.9
2023-04-03 19:01:00,15.91
2023-04-03 19:01:20,14.92
2023-04-03 19:01:40,14.04
2023-04-03 19:02:00,17.32
2023-04-03 19:02:20,16.430959
2023-04-03 19:02:40,15.15
2023-04-03 19:03:00,14.18
2023-04-03 19:03:20,19.25
2023-04-03 19:03:40,20.53
2023-04-03 19:04:00,19.24
2023-04-03 19:04:20,18.05
2023-04-03 19:04:40,24.5
2023-04-03 19:05:00,22.98
2023-04-03 19:05:20,21.83811
2023-04-03 19:05:40,20.24
2023-04-03 19:06:00,26.47
2023-04-03 19:06:20,27.28
2023-04-03 19:06:40,25.51
2023-04-03 19:07:00,23.89
2023-04-03 19:07:20,22.39
2023-04-03 19:07:40,30.57
2023-04-03 19:08:00,28.59
2023-04-03 19:08:20,26.74
2023-04-03 19:08:40,25.74
2023-04-03 19:09:00,24.09
2023-04-03 19:09:20,22.85526
2023-04-03 19:09:40,22.13
2023-04-03 19:10:00,20.84
2023-04-03 19:10:20,19.83
2023-04-03 19:10:40,18.37
2023-04-03 19:11:00,18.14
2023-04-03 19:11:20,17.27048
2023-04-03 19:11:40,15.96
2023-04-03 19:12:00,18.17
2023-04-03 19:12:20,17.01
2023-04-03 19:12:40,15.91
2023-04-03 19:13:00,17.88
2023-04-03 19:13:20,17.02
2023-04-03 19:13:40,15.7
2023-04-03 19:14:00,16.88
2023-04-03 19:14:20,15.81
2023-04-03 19:14:40,15.03
2023-04-03 19:15:00,16.25
2023-04-03 19:15:20,17.31
2023-04-03 19:15:40,16.2
2023-04-03 19:16:00,15.23
2023-04-03 19:16:20,18.73
2023-04-03 19:16:40,17.56
2023-04-03 19:17:00,16.72
2023-04-03 19:17:20,18.54
2023-04-03 19:17:40,20.14
2023-04-03 19:18:00,18.85
2023-04-03 19:18:20,17.64
2023-04-03 19:18:40,23.63
2023-04-03 19:19:00,22.1
2023-04-03 19:19:20,20.99477
2023-04-03 19:19:40,19.38
2023-04-03 19:20:00,27.29
2023-04-03 19:20:20,25.16
2023-04-03 19:20:40,23.56
2023-04-03 19:21:00,23.94
2023-04-03 19:21:20,32.96
2023-04-03 19:21:40,31.36
2023-04-03 19:22:00,28.84
2023-04-03 19:22:20,28.18
2023-04-03 19:22:40,26.64
2023-04-03 19:23:00,24.91
2023-04-03 19:23:20,23.91185
2023-04-03 19:23:40,22.9
2023-04-03 19:24:00,21.42
2023-04-03 19:24:20,20.37
2023-04-03 19:24:40,20.2
2023-04-03 19:25:00,18.92
2023-04-03 19:25:20,17.99
2023-04-03 19:25:40,17.04
2023-04-03 19:26:00,18.25
2023-04-03 19:26:20,17.06
2023-04-03 19:26:40,15.96
2023-04-03 19:27:00,16.73
2023-04-03 19:27:20,15.94
2023-04-03 19:27:40,14.68
2023-04-03 19:28:00,13.99
2023-04-03 19:28:20,15.92
2023-04-03 19:28:40,14.88
2023-04-03 19:29:00,14.15
2023-04-03 19:29:20,13.08
2023-04-03 19:29:40,15.55
2023-04-03 19:30:00,14.33
2023-04-03 19:30:20,13.63
2023-04-03 19:30:40,12.57
2023-04-03 19:31:00,15.635367
2023-04-03 19:31:20,14.44
2023-04-03 19:31:40,13.715985
2023-04-03 19:32:00,12.63
2023-04-03 19:32:20,19.53
2023-04-03 19:32:40,20.08
2023-04-03 19:33:00,18.47
2023-04-03 19:33:20,17.56
2023-04-03 19:33:40,24.36
2023-04-03 19:34:00,24.38
2023-04-03 19:34:20,22.44
2023-04-03 19:34:40,21.04
2023-04-03 19:35:00,26.09
2023-04-03 19:35:20,26.52
2023-04-03 19:35:40,25.23
2023-04-03 19:36:00,23.27
2023-04-03 19:36:20,25.25
2023-04-03 19:36:40,29.25635
2023-04-03 19:37:00,27.47
2023-04-03 19:37:20,25.41
2023-04-03 19:37:40,25.11
2023-04-03 19:38:00,23.11
2023-04-03 19:38:20,21.65
2023-04-03 19:38:40,21.57
2023-04-03 19:39:00,19.9
2023-04-03 19:39:20,18.92
2023-04-03 19:39:40,18.79
2023-04-03 19:40:00,18.04
2023-04-03 19:40:20,17.15113
2023-04-03 19:40:40,15.94
2023-04-03 19:41:00,16.67
2023-04-03 19:41:20,15.33
2023-04-03 19:41:40,14.59
2023-04-03 19:42:00,17.47
2023-04-03 19:42:20,16.34
2023-04-03 19:42:40,15.54
2023-04-03 19:43:00,15.97
2023-04-03 19:43:20,17.03
2023-04-03 19:43:40,15.66
2023-04-03 19:44:00,14.95
2023-04-03 19:44:20,18.81
2023-04-03 19:44:40,17.92
2023-04-03 19:45:00,16.52
2023-04-03 19:45:20,15.8
2023-04-03 19:45:40,18.51
2023-04-03 19:46:00,17.61
2023-04-03 19:46:20,16.239
2023-04-03 19:46:40,22.42325
2023-04-03 19:47:00,20.66
2023-04-03 19:47:20,19.58244
2023-04-03 19:47:40,20.78
2023-04-03 19:48:00,23.61
2023-04-03 19:48:20,22.08
2023-04-03 19:48:40,21.01
2023-04-03 19:49:00,24.44
2023-04-03 19:49:20,28.9
2023-04-03 19:49:40,27.49
2023-04-03 19:50:00,25.31
2023-04-03 19:50:20,27.34
2023-04-03 19:50:40,30.73
2023-04-03 19:51:00,28.75
2023-04-03 19:51:20,27.47
2023-04-03 19:51:40,25.94
2023-04-03 19:52:00,24.26
2023-04-03 19:52:20,23.07
2023-04-03 19:52:40,21.46
2023-04-03 19:53:00,20.54
2023-04-03 19:53:20,18.95
2023-04-03 19:53:40,18.42
2023-04-03 19:54:00,17.19
2023-04-03 19:54:20,16.35
2023-04-03 19:54:40,15.42
2023-04-03 19:55:00,16.63975
2023-04-03 19:55:20,15.4
2023-04-03 19:55:40,14.647744
2023-04-03 19:56:00,15.69
2023-04-03 19:56:20,14.99
2023-04-03 19:56:40,14.25
2023-04-03 19:57:00,13.45
2023-04-03 19:57:20,15.7
2023-04-03 19:57:40,14.73
2023-04-03 19:58:00,13.54
2023-04-03 19:58:20,12.98
2023-04-03 19:58:40,16.07
2023-04-03 19:59:00,15.28
2023-04-03 19:59:20,14.07
2023-04-03 19:59:40,15.87
2023-04-03 20:00:00,16.45
2023-04-03 20:00:20,15.14
2023-04-03 20:00:40,14.4
2023-04-03 20:01:00,19.35
2023-04-03 20:01:20,18.46
2023-04-03 20:01:40,16.99
2023-04-03 20:02:00,16.18
2023-04-03 20:02:20,20.77
2023-04-03 20:02:40,19.5
2023-04-03 20:03:00,18.24
2023-04-03 20:03:20,17.03908
2023-04-03 20:03:40,23.09
2023-04-03 20:04:00,22.88959
2023-04-03 20:04:20,21.48
2023-04-03 20:04:40,19.79
2023-04-03 20:05:00,24.86
2023-04-03 20:05:20,26.66
2023-04-03 20:05:40,24.53
2023-04-03 20:06:00,23.56
2023-04-03 20:06:20,22.77256
2023-04-03 20:06:40,21.33
2023-04-03 20:07:00,19.7
2023-04-03 20:07:20,19.67
2023-04-03 20:07:40,18.09
2023-04-03 20:08:00,17.28
2023-04-03 20:08:20,16.97
2023-04-03 20:08:40,16.149
2023-04-03 20:09:00,15.12
2023-04-03 20:09:20,15.25
2023-04-03 20:09:40,14.51
2023-04-03 20:10:00,13.571317
2023-04-03 20:10:20,16.23
2023-04-03 20:10:40,15.21
2023-04-03 20:11:00,14.23
2023-04-03 20:11:20,13.42
2023-04-03 20:11:40,14.554692
2023-04-03 20:12:00,13.63
2023-04-03 20:12:20,12.722046
2023-04-03 20:12:40,16.69
2023-04-03 20:13:00,15.61
2023-04-03 20:13:20,14.36
2023-04-03 20:13:40,13.85
2023-04-03 20:14:00,17.15
2023-04-03 20:14:20,16.059
2023-04-03 20:14:40,15.05
2023-04-03 20:15:00,21.18
2023-04-03 20:15:20,19.82
2023-04-03 20:15:40,18.23
2023-04-03 20:16:00,17.42
2023-04-03 20:16:20,23.02
2023-04-03 20:16:40,21.9
2023-04-03 20:17:00,20.48
2023-04-03 20:17:20,19.55628
2023-04-03 20:17:40,24.19
2023-04-03 20:18:00,22.84195
2023-04-03 20:18:20,21.16
2023-04-03 20:18:40,23.22
2023-04-03 20:19:00,27.3
2023-04-03 20:19:20,25.54
2023-04-03 20:19:40,23.89
2023-04-03 20:20:00,22.61
2023-04-03 20:20:20,21.93
2023-04-03 20:20:40,20.86
2023-04-03 20:21:00,19.59
2023-04-03 20:21:20,19.38
2023-04-03 20:21:40,18.16094
2023-04-03 20:22:00,17.05
2023-04-03 20:22:20,17.45
2023-04-03 20:22:40,16.380406
2023-04-03 20:23:00,15.35
2023-04-03 20:23:20,15.38
2023-04-03 20:23:40,14.66
2023-04-03 20:24:00,13.72
2023-04-03 20:24:20,12.87
2023-04-03 20:24:40,14.37
2023-04-03 20:25:00,13.23
2023-04-03 20:25:20,12.6
2023-04-03 20:25:40,13.63
2023-04-03 20:26:00,14.57
2023-04-03 20:26:20,13.62
2023-04-03 20:26:40,12.79
2023-04-03 20:27:00,17.06
2023-04-03 20:27:20,15.99
2023-04-03 20:27:40,15
2023-04-03 20:28:00,14.137086
2023-04-03 20:28:20,17.62
2023-04-03 20:28:40,16.5
2023-04-03 20:29:00,15.2
2023-04-03 20:29:20,14.52
2023-04-03 20:29:40,20.18
2023-04-03 20:30:00,19.21
2023-04-03 20:30:20,17.96
2023-04-03 20:30:40,16.86
2023-04-03 20:31:00,25.16
2023-04-03 20:31:20,23.49197
2023-04-03 20:31:40,22
2023-04-03 20:32:00,20.31
2023-04-03 20:32:20,27.97
2023-04-03 20:32:40,26.21
2023-04-03 20:33:00,24.51
2023-04-03 20:33:20,22.99
2023-04-03 20:33:40,30.36
2023-04-03 20:34:00,28.44
2023-04-03 20:34:20,26.6
2023-04-03 20:34:40,26.2
2023-04-03 20:35:00,24.65
2023-04-03 20:35:20,23.1
2023-04-03 20:35:40,21.76
2023-04-03 20:36:00,21.73792
2023-04-03 20:36:20,20.06
2023-04-03 20:36:40,18.84
2023-04-03 20:37:00,18.77
2023-04-03 20:37:20,17.6
2023-04-03 20:37:40,16.56
2023-04-03 20:38:00,16.68
2023-04-03 20:38:20,15.61
2023-04-03 20:38:40,14.62
2023-04-03 20:39:00,16.138801
2023-04-03 20:39:20,14.97
2023-04-03 20:39:40,14
2023-04-03 20:40:00,15.41
2023-04-03 20:40:20,15.47
2023-04-03 20:40:40,14.48
2023-04-03 20:41:00,13.965404
2023-04-03 20:41:20,19.74
2023-04-03 20:41:40,18.48
2023-04-03 20:42:00,17.31
2023-04-03 20:42:20,16.27
2023-04-03 20:42:40,18.97
2023-04-03 20:43:00,17.91975
2023-04-03 20:43:20,16.61
2023-04-03 20:43:40,20.95
2023-04-03 20:44:00,21.25
2023-04-03 20:44:20,19.92
2023-04-03 20:44:40,18.66
2023-04-03 20:45:00,24.14
2023-04-03 20:45:20,25.5
2023-04-03 20:45:40,24.19587
2023-04-03 20:46:00,22.43
2023-04-03 20:46:20,29.26
2023-04-03 20:46:40,27.41
2023-04-03 20:47:00,26.0193
2023-04-03 20:47:20,24.1
2023-04-03 20:47:40,30.91
2023-04-03 20:48:00,29.08
2023-04-03 20:48:20,27.21
2023-04-03 20:48:40,26.54
2023-04-03 20:49:00,24.82
2023-04-03 20:49:20,23.21
2023-04-03 20:49:40,22.02
2023-04-03 20:50:00,21.46
2023-04-03 20:50:20,20.09
2023-04-03 20:50:40,18.82
2023-04-03 20:51:00,19.35
2023-04-03 20:51:20,18.13
2023-04-03 20:51:40,16.95
2023-04-03 20:52:00,17.34
2023-04-03 20:52:20,16.219
2023-04-03 20:52:40,15.18
2023-04-03 20:53:00,14.27
2023-04-03 20:53:20,16.48
2023-04-03 20:53:40,15.41
2023-04-03 20:54:00,14.41
2023-04-03 20:54:20,15.64
2023-04-03 20:54:40,16.2
2023-04-03 20:55:00,15.4
2023-04-03 20:55:20,14.16
2023-04-03 20:55:40,17.48
2023-04-03 20:56:00,16.36
2023-04-03 20:56:20,15.58
2023-04-03 20:56:40,14.34
2023-04-03 20:57:00,16.57
2023-04-03 20:57:20,15.760618
2023-04-03 20:57:40,14.54
2023-04-03 20:58:00,13.66
2023-04-03 20:58:20,15.93
2023-04-03 20:58:40,17.6
2023-04-03 20:59:00,16.47
2023-04-03 20:59:20,15.651235
2023-04-03 20:59:40,17.51
2023-04-03 21:00:00,20.4254
2023-04-03 21:00:20,18.8
2023-04-03 21:00:40,17.58
2023-04-03 21:01:00,20.06
2023-04-03 21:01:20,26.42
2023-04-03 21:01:40,24.7
2023-04-03 21:02:00,23.12
2023-04-03 21:02:20,21.7
2023-04-03 21:02:40,32.71
2023-04-03 21:03:00,30.61
2023-04-03 21:03:20,28.64
2023-04-03 21:03:40,27.72
2023-04-03 21:04:00,25.97
2023-04-03 21:04:20,24.34
2023-04-03 21:04:40,23.34
2023-04-03 21:05:00,21.59
2023-04-03 21:05:20,20.53
2023-04-03 21:05:40,19.18591
2023-04-03 21:06:00,20.02
2023-04-03 21:06:20,18.74
2023-04-03 21:06:40,17.62
2023-04-03 21:07:00,18.04
2023-04-03 21:07:20,16.87
2023-04-03 21:07:40,16.051345
2023-04-03 21:08:00,17.79
2023-04-03 21:08:20,16.63
2023-04-03 21:08:40,15.82
2023-04-03 21:09:00,16.44
2023-04-03 21:09:20,16.689781
2023-04-03 21:09:40,15.38
2023-04-03 21:10:00,15.21
2023-04-03 21:10:20,16.72
2023-04-03 21:10:40,15.65
2023-04-03 21:11:00,14.66
2023-04-03 21:11:20,16.34
2023-04-03 21:11:40,17.55
2023-04-03 21:12:00,16.43
2023-04-03 21:12:20,15.38
2023-04-03 21:12:40,19.86
2023-04-03 21:13:00,18.57
2023-04-03 21:13:20,17.37
2023-04-03 21:13:40,16.715154
2023-04-03 21:14:00,22.08
2023-04-03 21:14:20,20.64
2023-04-03 21:14:40,19.63
2023-04-03 21:15:00,24.56
2023-04-03 21:15:20,25.73
2023-04-03 21:15:40,24.06
2023-04-03 21:16:00,22.85759
2023-04-03 21:16:20,27.85
2023-04-03 21:16:40,27.79
2023-04-03 21:17:00,25.6
2023-04-03 21:17:20,24.03
2023-04-03 21:17:40,23.59
2023-04-03 21:18:00,22.08
2023-04-03 21:18:20,21
2023-04-03 21:18:40,19.49
2023-04-03 21:19:00,18.53
2023-04-03 21:19:20,17.04
2023-04-03 21:19:40,16.25
2023-04-03 21:20:00,16.47
2023-04-03 21:20:20,15.42
2023-04-03 21:20:40,14.74
2023-04-03 21:21:00,14.71
2023-04-03 21:21:20,13.965591
2023-04-03 21:21:40,12.95
2023-04-03 21:22:00,15.06
2023-04-03 21:22:20,14.09
2023-04-03 21:22:40,13.4
2023-04-03 21:23:00,12.595172
2023-04-03 21:23:20,15.23
2023-04-03 21:23:40,14.27
2023-04-03 21:24:00,13.36
2023-04-03 21:24:20,12.79
2023-04-03 21:24:40,17.15
2023-04-03 21:25:00,16.07
2023-04-03 21:25:20,15.11
2023-04-03 21:25:40,18.94
2023-04-03 21:26:00,18.04
2023-04-03 21:26:20,16.59
2023-04-03 21:26:40,15.78
2023-04-03 21:27:00,21.52
2023-04-03 21:27:20,20.51
2023-04-03 21:27:40,18.88
2023-04-03 21:28:00,17.94562
2023-04-03 21:28:20,22.04
2023-04-03 21:28:40,20.61
2023-04-03 21:29:00,19.6
2023-04-03 21:29:20,18.08
2023-04-03 21:29:40,23.63
2023-04-03 21:30:00,23.18
2023-04-03 21:30:20,22.04418
2023-04-03 21:30:40,20.33
2023-04-03 21:31:00,22.27
2023-04-03 21:31:20,26.25977
2023-04-03 21:31:40,24.21
2023-04-03 21:32:00,22.99472
2023-04-03 21:32:20,22.84
2023-04-03 21:32:40,21
2023-04-03 21:33:00,19.67
2023-04-03 21:33:20,19.00012
2023-04-03 21:33:40,17.79
2023-04-03 21:34:00,16.581103
2023-04-03 21:34:20,17
2023-04-03 21:34:40,15.902582
2023-04-03 21:35:00,14.9
2023-04-03 21:35:20,15.36
2023-04-03 21:35:40,14.74
2023-04-03 21:36:00,13.55
2023-04-03 21:36:20,12.9
2023-04-03 21:36:40,14.93
2023-04-03 21:37:00,14.182021
2023-04-03 21:37:20,13.36
2023-04-03 21:37:40,16.129
2023-04-03 21:38:00,15.12
2023-04-03 21:38:20,14.37
2023-04-03 21:38:40,13.46
2023-04-03 21:39:00,15.321892
2023-04-03 21:39:20,14.11
2023-04-03 21:39:40,13.42
2023-04-03 21:40:00,16.57
2023-04-03 21:40:20,15.41
2023-04-03 21:40:40,14.69
2023-04-03 21:41:00,18.81
2023-04-03 21:41:20,22.76
2023-04-03 21:41:40,20.95
2023-04-03 21:42:00,19.92
2023-04-03 21:42:20,23.99
2023-04-03 21:42:40,22.85
2023-04-03 21:43:00,21.01
2023-04-03 21:43:20,20.05
2023-04-03 21:43:40,27.21
2023-04-03 21:44:00,29.47
2023-04-03 21:44:20,27.12
2023-04-03 21:44:40,25.79
2023-04-03 21:45:00,32.22
2023-04-03 21:45:20,30.64
2023-04-03 21:45:40,28.22
2023-04-03 21:46:00,26.98
2023-04-03 21:46:20,26.01
2023-04-03 21:46:40,24.8
2023-04-03 21:47:00,23.33252
2023-04-03 21:47:20,22.32
2023-04-03 21:47:40,20.57
2023-04-03 21:48:00,19.58
2023-04-03 21:48:20,19.4
2023-04-03 21:48:40,18.45
2023-04-03 21:49:00,17.25
2023-04-03 21:49:20,16.26
2023-04-03 21:49:40,16.67
2023-04-03 21:50:00,15.87
2023-04-03 21:50:20,14.852767
2023-04-03 21:50:40,17.08
2023-04-03 21:51:00,18.75253
2023-04-03 21:51:20,17.6
2023-04-03 21:51:40,16.47409
2023-04-03 21:52:00,17.99
2023-04-03 21:52:20,16.58
2023-04-03 21:52:40,15.81
2023-04-03 21:53:00,14.9
2023-04-03 21:53:20,18.40754
2023-04-03 21:53:40,17.25
2023-04-03 21:54:00,16.16
2023-04-03 21:54:20,15.18
2023-04-03 21:54:40,18.04829
2023-04-03 21:55:00,16.62
2023-04-03 21:55:20,15.81
2023-04-03 21:55:40,17.57
2023-04-03 21:56:00,22.05
2023-04-03 21:56:20,20.62
